transaction_id,transaction_date,store_id,product_id,quantity,unit_price,discount_amount,total_amount
9969,2022-05-08,16,27,3,29.45,1.94,86.41
9970,2023-12-24,5,95,1,24.14,4.3,19.84
9971,2023-04-23,12,21,1,6.97,0.41,6.56
9972,2024-10-14,3,44,4,11.45,0.73,45.07
9973,2023-11-12,16,19,5,48.57,4.28,238.57
9974,2022-07-05,20,8,1,21.65,0.29,21.36
9975,2022-01-09,10,88,4,49.12,1.73,194.75
9976,2024-09-17,3,72,2,5.33,0.5,10.16
9977,2024-04-24,2,82,2,30.89,1.4,60.38
9978,2022-07-11,9,28,1,49.38,2.39,46.99
9979,2022-05-19,12,17,5,45.83,5.25,223.9
9980,2022-09-02,9,52,1,27.47,5.06,22.41
9981,2024-05-06,12,10,1,26.45,1.25,25.2
9982,2022-03-11,12,86,1,8.61,0.06,8.55
9983,2022-01-26,3,84,2,45.57,0.49,90.65
9984,2022-09-20,7,79,2,34.86,1.8,67.92
9985,2022-11-19,20,78,5,6.94,1.23,33.47
9986,2022-09-04,4,34,3,10.95,1.91,30.94
9987,2024-11-06,16,92,4,43.72,6.99,167.89
9988,2022-07-02,4,80,4,47.94,1.76,190.0
9989,2022-03-31,19,19,3,48.57,0.56,145.15
9990,2023-01-12,9,49,1,16.75,0.09,16.66
9991,2024-10-21,13,32,3,43.56,6.04,124.64
9992,2023-05-03,19,83,3,31.31,2.23,91.7
9993,2022-07-02,13,27,4,29.45,0.68,117.12
9994,2022-03-20,18,89,5,46.9,1.5,233.0
9995,2024-05-16,10,83,1,31.31,4.47,26.84
9996,2024-09-07,4,3,2,19.01,2.79,35.23
9997,2022-05-19,2,49,4,16.75,1.68,65.32
9998,2022-03-28,12,25,3,18.58,3.54,52.2
9999,2022-01-20,3,83,3,31.31,3.3,90.63
10000,2022-07-05,18,93,5,6.45,0.2,32.05
10001,2023-12-30,9,50,2,13.06,2.01,24.11
10002,2022-12-31,9,40,1,10.11,0.61,9.5
10003,2023-09-26,16,77,4,34.42,4.22,133.46
10004,2023-01-26,11,83,5,31.31,2.46,154.09
10005,2024-07-18,7,54,2,15.05,2.28,27.82
10006,2022-04-04,7,20,1,9.69,1.77,7.92
10007,2022-06-04,10,18,4,40.16,6.18,154.46
10008,2023-08-31,16,30,5,10.63,1.26,51.89
10009,2024-05-26,6,83,1,31.31,5.26,26.05
10010,2022-06-20,6,43,3,33.23,3.95,95.74
10011,2023-06-17,9,43,5,33.23,1.36,164.79
10012,2023-12-02,3,79,1,34.86,6.48,28.38
10013,2023-08-04,1,55,1,37.66,2.28,35.38
10014,2023-01-12,13,64,3,16.52,0.72,48.84
10015,2023-01-10,3,52,2,27.47,0.83,54.11
10016,2023-04-20,5,14,4,14.09,1.21,55.15
10017,2022-08-08,15,53,5,30.62,5.19,147.91
10018,2023-10-05,11,25,5,18.58,2.02,90.88
10019,2022-09-18,15,40,2,10.11,1.06,19.16
10020,2022-04-11,14,55,5,37.66,1.17,187.13
10021,2024-05-05,18,39,3,32.78,2.53,95.81
10022,2022-08-25,6,94,5,17.23,0.96,85.19
10023,2023-05-27,19,57,2,39.74,0.26,79.22
10024,2024-03-09,10,91,3,18.04,2.94,51.18
10025,2023-08-04,2,23,2,25.88,1.73,50.03
10026,2024-07-15,5,18,4,40.16,4.25,156.39
10027,2024-01-20,8,32,2,43.56,6.25,80.87
10028,2022-12-02,3,51,1,19.53,3.7,15.83
10029,2024-10-07,5,27,1,29.45,0.46,28.99
10030,2024-08-03,4,5,5,18.65,1.54,91.71
10031,2023-08-28,16,36,4,38.04,7.17,144.99
10032,2024-05-01,13,60,2,8.24,0.1,16.38
10033,2022-04-21,8,82,2,30.89,0.03,61.75
10034,2022-01-07,5,7,2,11.62,1.6,21.64
10035,2023-09-17,6,70,5,35.53,6.49,171.16
10036,2023-05-16,19,12,4,11.01,1.63,42.41
10037,2022-10-27,10,62,3,25.71,0.73,76.4
10038,2024-02-27,13,89,3,46.9,7.85,132.85
10039,2022-10-21,17,80,2,47.94,7.33,88.55
10040,2024-01-05,2,1,1,42.31,0.38,41.93
10041,2024-10-30,20,85,1,33.9,2.78,31.12
10042,2022-07-05,4,81,4,32.97,3.32,128.56
10043,2024-01-26,2,31,1,28.76,0.35,28.41
10044,2022-09-09,16,65,1,45.47,8.69,36.78
10045,2023-02-26,5,99,4,27.38,0.69,108.83
10046,2022-04-20,13,89,1,46.9,3.47,43.43
10047,2022-08-17,5,77,4,34.42,6.73,130.95
10048,2022-03-16,6,66,2,23.76,3.72,43.8
10049,2022-08-26,8,3,2,19.01,0.26,37.76
10050,2023-04-09,9,78,5,6.94,1.15,33.55
10051,2023-03-05,18,67,5,33.78,6.12,162.78
10052,2024-10-02,17,76,4,25.58,3.03,99.29
10053,2022-04-19,5,80,4,47.94,6.23,185.53
10054,2023-01-25,11,10,4,26.45,1.79,104.01
10055,2022-02-22,6,72,4,5.33,0.17,21.15
10056,2022-12-22,17,18,5,40.16,0.63,200.17
10057,2023-01-10,8,29,1,35.56,5.71,29.85
10058,2022-07-20,2,48,4,11.99,1.19,46.77
10059,2023-12-10,5,64,3,16.52,1.13,48.43
10060,2024-08-17,15,10,3,26.45,1.31,78.04
10061,2024-06-23,15,45,4,24.28,4.56,92.56
10062,2024-11-21,13,10,1,26.45,0.06,26.39
10063,2024-08-05,12,25,2,18.58,2.56,34.6
10064,2023-02-19,20,97,1,12.08,0.11,11.97
10065,2022-03-25,16,47,4,48.84,4.2,191.16
10066,2024-05-11,3,69,3,13.27,0.46,39.35
10067,2024-02-01,1,81,4,32.97,1.76,130.12
10068,2024-08-17,11,84,2,45.57,8.9,82.24
10069,2022-09-18,12,71,4,16.02,2.16,61.92
10070,2022-08-22,3,79,5,34.86,4.61,169.69
10071,2024-02-03,3,56,1,21.49,2.95,18.54
10072,2023-02-16,12,10,5,26.45,0.87,131.38
10073,2023-04-25,8,90,4,25.24,4.82,96.14
10074,2023-09-17,4,14,2,14.09,0.05,28.13
10075,2023-11-29,18,40,3,10.11,0.34,29.99
10076,2023-10-15,8,83,1,31.31,0.21,31.1
10077,2022-05-01,17,72,5,5.33,0.27,26.38
10078,2023-09-07,12,95,2,24.14,2.06,46.22
10079,2024-04-09,10,62,3,25.71,1.14,75.99
10080,2022-06-07,6,80,5,47.94,1.57,238.13
10081,2024-12-05,20,96,3,20.44,3.81,57.51
10082,2022-06-01,2,53,4,30.62,1.9,120.58
10083,2022-03-14,9,77,2,34.42,3.62,65.22
10084,2023-11-24,1,14,4,14.09,2.13,54.23
10085,2024-10-11,14,21,5,6.97,0.71,34.14
10086,2022-11-01,2,60,2,8.24,0.57,15.91
10087,2022-10-01,12,67,2,33.78,0.35,67.21
10088,2022-05-01,2,94,1,17.23,0.28,16.95
10089,2024-11-04,7,83,4,31.31,5.34,119.9
10090,2024-07-12,5,4,2,45.62,4.63,86.61
10091,2022-06-02,11,39,1,32.78,3.35,29.43
10092,2022-04-17,1,27,2,29.45,0.94,57.96
10093,2022-10-21,14,92,5,43.72,8.36,210.24
10094,2022-02-27,3,81,5,32.97,5.23,159.62
10095,2023-09-16,17,4,4,45.62,1.99,180.49
10096,2022-06-15,20,15,4,13.72,0.17,54.71
10097,2024-09-05,14,8,2,21.65,3.7,39.6
10098,2023-11-17,2,48,2,11.99,1.09,22.89
10099,2023-08-06,4,98,1,10.82,1.57,9.25
10100,2022-06-17,12,91,2,18.04,3.21,32.87
10101,2022-11-10,14,99,5,27.38,4.21,132.69
10102,2022-07-27,3,13,5,6.61,0.62,32.43
10103,2022-09-25,2,48,4,11.99,1.55,46.41
10104,2024-10-11,20,99,1,27.38,2.1,25.28
10105,2024-08-12,6,68,4,18.44,0.05,73.71
10106,2022-11-11,9,17,2,45.83,3.72,87.94
10107,2023-10-19,3,14,1,14.09,2.23,11.86
10108,2024-03-06,10,85,1,33.9,6.33,27.57
10109,2022-03-13,8,40,4,10.11,0.44,40.0
10110,2022-04-14,3,30,5,10.63,1.64,51.51
10111,2023-05-08,8,57,4,39.74,3.28,155.68
10112,2023-07-25,20,5,3,18.65,2.12,53.83
10113,2023-11-11,14,2,2,22.76,3.83,41.69
10114,2024-10-09,19,16,3,28.18,2.3,82.24
10115,2024-01-16,6,42,5,40.99,1.42,203.53
10116,2022-02-24,7,36,2,38.04,2.54,73.54
10117,2023-05-06,8,63,4,20.15,2.23,78.37
10118,2024-09-23,7,66,3,23.76,1.13,70.15
10119,2024-11-28,16,63,2,20.15,0.89,39.41
10120,2022-06-19,11,25,2,18.58,1.36,35.8
10121,2022-09-27,19,45,4,24.28,0.59,96.53
10122,2024-01-15,11,57,4,39.74,0.4,158.56
10123,2022-02-26,12,70,1,35.53,3.1,32.43
10124,2022-07-18,8,6,5,34.57,2.11,170.74
10125,2024-12-22,7,22,2,33.49,1.64,65.34
10126,2024-12-24,11,7,5,11.62,1.8,56.3
10127,2022-09-30,11,17,4,45.83,2.13,181.19
10128,2024-11-03,10,82,1,30.89,0.52,30.37
10129,2023-10-10,15,45,5,24.28,3.69,117.71
10130,2024-12-07,5,45,5,24.28,2.37,119.03
10131,2022-04-17,7,3,1,19.01,3.69,15.32
10132,2024-11-26,20,88,4,49.12,5.46,191.02
10133,2022-12-28,12,5,5,18.65,0.24,93.01
10134,2022-01-31,6,85,5,33.9,6.71,162.79
10135,2022-04-24,3,12,3,11.01,0.36,32.67
10136,2023-05-05,7,44,1,11.45,1.88,9.57
10137,2022-04-27,4,6,1,34.57,2.26,32.31
10138,2024-07-25,12,28,2,49.38,8.53,90.23
10139,2024-06-28,17,68,1,18.44,3.12,15.32
10140,2023-09-23,2,91,4,18.04,2.6,69.56
10141,2023-04-06,10,90,1,25.24,3.06,22.18
10142,2024-03-23,16,70,3,35.53,0.23,106.36
10143,2023-11-18,8,85,2,33.9,5.5,62.3
10144,2023-02-25,1,24,4,46.96,0.1,187.74
10145,2023-12-19,10,31,1,28.76,5.0,23.76
10146,2024-02-05,4,100,5,25.19,3.88,122.07
10147,2023-07-07,19,37,1,9.32,1.83,7.49
10148,2024-06-20,16,70,5,35.53,0.26,177.39
10149,2022-12-23,16,81,1,32.97,6.0,26.97
10150,2022-08-08,12,16,3,28.18,3.83,80.71
10151,2022-11-06,13,32,4,43.56,0.58,173.66
10152,2022-02-21,19,83,3,31.31,2.22,91.71
10153,2022-11-10,1,29,3,35.56,6.26,100.42
10154,2023-12-14,12,28,1,49.38,2.72,46.66
10155,2023-11-29,5,88,1,49.12,5.42,43.7
10156,2022-11-09,7,89,5,46.9,6.55,227.95
10157,2023-02-16,11,49,5,16.75,0.63,83.12
10158,2022-06-19,18,81,5,32.97,6.09,158.76
10159,2022-08-02,12,88,5,49.12,7.4,238.2
10160,2022-09-22,6,94,4,17.23,0.33,68.59
10161,2024-01-18,14,86,1,8.61,0.84,7.77
10162,2022-03-30,4,28,1,49.38,5.8,43.58
10163,2023-06-15,14,41,3,15.61,2.69,44.14
10164,2022-03-02,11,31,3,28.76,4.25,82.03
10165,2024-07-31,8,39,4,32.78,4.51,126.61
10166,2023-01-04,8,39,2,32.78,1.63,63.93
10167,2023-07-12,8,13,5,6.61,1.03,32.02
10168,2024-11-04,13,60,5,8.24,0.95,40.25
10169,2023-10-05,15,47,3,48.84,8.27,138.25
10170,2024-06-11,3,15,1,13.72,1.35,12.37
10171,2023-09-09,15,52,5,27.47,2.35,135.0
10172,2024-09-21,13,3,2,19.01,1.5,36.52
10173,2022-07-10,8,88,2,49.12,0.36,97.88
10174,2022-07-13,14,37,2,9.32,1.22,17.42
10175,2024-10-14,13,21,3,6.97,0.27,20.64
10176,2024-06-10,16,14,5,14.09,0.83,69.62
10177,2024-06-03,2,28,4,49.38,6.74,190.78
10178,2024-09-16,8,87,5,9.08,1.79,43.61
10179,2022-03-30,6,28,4,49.38,2.75,194.77
10180,2023-02-26,3,61,5,39.42,1.54,195.56
10181,2023-06-01,8,15,3,13.72,1.14,40.02
10182,2023-09-05,7,54,4,15.05,2.29,57.91
10183,2023-04-12,7,19,3,48.57,8.71,137.0
10184,2024-05-08,2,74,2,43.36,4.97,81.75
10185,2023-05-01,18,44,5,11.45,1.69,55.56
10186,2023-11-18,2,25,2,18.58,0.69,36.47
10187,2022-09-17,4,32,3,43.56,4.97,125.71
10188,2022-07-26,19,4,4,45.62,4.05,178.43
10189,2022-04-30,3,93,2,6.45,0.45,12.45
10190,2022-02-16,19,71,3,16.02,3.03,45.03
10191,2022-04-08,2,9,1,28.54,0.16,28.38
10192,2022-09-07,16,73,2,30.23,2.67,57.79
10193,2024-10-26,19,14,5,14.09,0.86,69.59
10194,2024-05-27,8,54,1,15.05,1.4,13.65
10195,2023-07-08,9,36,2,38.04,3.57,72.51
10196,2024-12-23,1,33,3,15.15,0.14,45.31
10197,2023-01-22,19,100,3,25.19,3.25,72.32
10198,2023-08-26,9,85,1,33.9,5.19,28.71
10199,2024-12-04,17,57,4,39.74,5.22,153.74
10200,2023-08-22,17,18,4,40.16,6.56,154.08
10201,2024-06-22,20,29,5,35.56,6.46,171.34
10202,2023-01-29,1,98,3,10.82,0.75,31.71
10203,2024-11-12,15,80,5,47.94,8.28,231.42
10204,2022-10-17,9,59,2,41.33,7.99,74.67
10205,2024-03-22,2,51,3,19.53,2.33,56.26
10206,2022-11-05,9,71,2,16.02,0.37,31.67
10207,2022-08-01,11,78,1,6.94,0.08,6.86
10208,2022-11-26,5,25,4,18.58,2.34,71.98
10209,2024-04-22,5,50,3,13.06,0.81,38.37
10210,2023-03-24,11,45,2,24.28,2.17,46.39
10211,2023-02-13,13,75,1,12.48,0.37,12.11
10212,2023-11-20,17,29,2,35.56,4.27,66.85
10213,2024-01-17,3,59,2,41.33,1.63,81.03
10214,2023-05-26,2,82,5,30.89,3.05,151.4
10215,2024-12-17,12,76,5,25.58,3.25,124.65
10216,2022-12-31,7,74,2,43.36,2.78,83.94
10217,2022-10-14,5,88,3,49.12,6.91,140.45
10218,2023-12-07,20,3,4,19.01,1.15,74.89
10219,2024-12-26,18,36,4,38.04,0.28,151.88
10220,2022-03-10,11,71,5,16.02,2.92,77.18
10221,2022-06-29,5,75,5,12.48,1.12,61.28
10222,2022-11-22,9,71,4,16.02,1.46,62.62
10223,2022-09-16,19,57,5,39.74,1.88,196.82
10224,2022-11-24,10,60,3,8.24,1.42,23.3
10225,2022-08-25,8,69,4,13.27,1.03,52.05
10226,2024-08-27,16,61,1,39.42,6.24,33.18
10227,2023-01-16,11,8,3,21.65,0.43,64.52
10228,2024-04-23,15,34,4,10.95,0.6,43.2
10229,2022-11-10,1,62,4,25.71,0.17,102.67
10230,2024-01-15,2,43,1,33.23,1.62,31.61
10231,2023-08-19,13,40,2,10.11,0.87,19.35
10232,2023-07-19,9,81,1,32.97,5.53,27.44
10233,2023-07-25,16,25,4,18.58,1.04,73.28
10234,2024-02-27,8,80,4,47.94,1.39,190.37
10235,2024-08-17,1,36,1,38.04,3.97,34.07
10236,2023-08-12,4,77,3,34.42,6.52,96.74
10237,2022-01-12,13,98,5,10.82,0.89,53.21
10238,2022-04-05,5,78,4,6.94,0.75,27.01
10239,2024-05-18,1,35,1,16.15,1.32,14.83
10240,2022-10-30,3,93,4,6.45,0.22,25.58
10241,2022-05-01,3,89,5,46.9,5.08,229.42
10242,2022-12-22,3,47,5,48.84,4.76,239.44
10243,2024-02-21,14,14,2,14.09,0.92,27.26
10244,2024-02-16,13,80,1,47.94,8.69,39.25
10245,2023-04-26,1,62,1,25.71,4.98,20.73
10246,2022-03-27,8,75,5,12.48,0.71,61.69
10247,2022-11-15,7,37,4,9.32,1.37,35.91
10248,2024-08-31,15,15,3,13.72,1.27,39.89
10249,2023-07-17,14,1,4,42.31,5.96,163.28
10250,2022-08-10,5,91,1,18.04,2.43,15.61
10251,2023-11-08,20,27,5,29.45,5.6,141.65
10252,2023-01-01,9,73,2,30.23,0.96,59.5
10253,2024-10-06,10,10,2,26.45,0.83,52.07
10254,2024-02-20,20,53,5,30.62,3.68,149.42
10255,2024-10-08,16,71,1,16.02,2.49,13.53
10256,2023-10-05,13,32,4,43.56,5.71,168.53
10257,2024-07-13,17,61,4,39.42,2.75,154.93
10258,2022-12-02,18,79,1,34.86,2.34,32.52
10259,2024-01-09,4,74,5,43.36,8.45,208.35
10260,2024-07-26,1,36,1,38.04,2.8,35.24
10261,2023-04-19,14,91,2,18.04,2.73,33.35
10262,2022-07-17,16,87,5,9.08,1.2,44.2
10263,2024-06-07,17,83,4,31.31,1.57,123.67
10264,2023-11-11,10,72,4,5.33,0.22,21.1
10265,2022-08-09,14,58,4,20.63,2.08,80.44
10266,2024-03-03,6,41,4,15.61,2.13,60.31
10267,2022-09-25,2,28,3,49.38,9.63,138.51
10268,2024-02-10,20,27,4,29.45,1.16,116.64
10269,2024-06-11,6,75,1,12.48,1.4,11.08
10270,2024-03-27,2,62,3,25.71,5.13,72.0
10271,2023-06-20,11,24,4,46.96,8.41,179.43
10272,2022-07-04,3,49,4,16.75,2.9,64.1
10273,2024-04-07,2,81,2,32.97,3.98,61.96
10274,2022-03-24,19,64,3,16.52,3.24,46.32
10275,2022-07-29,18,61,2,39.42,2.06,76.78
10276,2022-08-02,14,93,4,6.45,1.23,24.57
10277,2023-04-16,11,37,1,9.32,0.84,8.48
10278,2024-11-06,10,45,5,24.28,2.56,118.84
10279,2024-09-19,10,96,4,20.44,3.99,77.77
10280,2022-09-12,14,96,4,20.44,2.46,79.3
10281,2024-03-05,12,32,4,43.56,8.21,166.03
10282,2023-02-17,7,56,5,21.49,3.02,104.43
10283,2022-09-22,7,3,4,19.01,2.56,73.48
10284,2023-03-03,17,5,2,18.65,1.78,35.52
10285,2024-07-22,12,24,5,46.96,4.74,230.06
10286,2024-03-04,9,33,1,15.15,0.93,14.22
10287,2023-10-23,2,86,2,8.61,1.51,15.71
10288,2024-07-10,12,66,2,23.76,0.33,47.19
10289,2022-02-12,18,68,4,18.44,1.7,72.06
10290,2024-09-11,13,55,5,37.66,1.41,186.89
10291,2022-03-20,2,21,1,6.97,1.14,5.83
10292,2022-04-25,19,65,5,45.47,1.4,225.95
10293,2024-01-21,12,20,3,9.69,1.84,27.23
10294,2024-12-17,9,27,2,29.45,4.3,54.6
10295,2022-06-19,7,77,1,34.42,3.13,31.29
10296,2023-06-25,18,43,4,33.23,0.27,132.65
10297,2022-07-17,9,1,4,42.31,5.6,163.64
10298,2023-02-24,13,82,3,30.89,3.07,89.6
10299,2024-02-01,14,48,5,11.99,1.11,58.84
10300,2023-05-18,18,33,5,15.15,0.57,75.18
10301,2024-11-19,2,6,4,34.57,2.66,135.62
10302,2023-07-10,2,57,1,39.74,4.74,35.0
10303,2023-03-12,10,70,2,35.53,4.83,66.23
10304,2022-12-07,4,98,4,10.82,1.9,41.38
10305,2024-04-11,18,58,4,20.63,3.05,79.47
10306,2022-05-02,20,95,3,24.14,4.37,68.05
10307,2023-01-30,18,83,3,31.31,3.78,90.15
10308,2022-05-30,7,12,2,11.01,1.9,20.12
10309,2022-11-08,5,53,3,30.62,0.43,91.43
10310,2023-02-06,12,29,5,35.56,0.12,177.68
10311,2022-12-20,11,73,1,30.23,4.8,25.43
10312,2024-05-11,16,67,4,33.78,1.19,133.93
10313,2023-09-04,15,56,2,21.49,0.75,42.23
10314,2024-09-20,14,4,1,45.62,8.64,36.98
10315,2023-11-23,19,82,3,30.89,5.87,86.8
10316,2022-01-10,6,33,1,15.15,1.07,14.08
10317,2023-08-18,15,18,3,40.16,0.77,119.71
10318,2022-06-24,3,49,5,16.75,3.0,80.75
10319,2024-01-26,10,32,5,43.56,6.01,211.79
10320,2024-11-19,20,38,1,6.34,0.16,6.18
10321,2023-04-03,11,79,2,34.86,0.41,69.31
10322,2023-07-24,9,43,2,33.23,5.13,61.33
10323,2024-04-14,13,96,2,20.44,3.34,37.54
10324,2023-09-13,1,13,1,6.61,1.02,5.59
10325,2024-07-04,4,54,4,15.05,2.09,58.11
10326,2022-04-21,9,5,3,18.65,0.23,55.72
10327,2022-11-15,15,78,3,6.94,0.85,19.97
10328,2022-11-01,7,77,3,34.42,4.83,98.43
10329,2022-01-19,1,8,4,21.65,0.28,86.32
10330,2023-01-28,2,93,1,6.45,0.11,6.34
10331,2024-10-09,7,96,5,20.44,0.05,102.15
10332,2022-06-30,5,98,4,10.82,1.05,42.23
10333,2023-06-21,1,61,3,39.42,2.93,115.33
10334,2022-12-26,16,70,3,35.53,5.65,100.94
10335,2024-11-27,2,20,5,9.69,0.43,48.02
10336,2023-02-14,6,15,3,13.72,1.94,39.22
10337,2022-04-21,15,94,4,17.23,1.52,67.4
10338,2022-10-02,19,19,5,48.57,7.01,235.84
10339,2024-04-04,2,93,5,6.45,0.17,32.08
10340,2023-03-25,20,27,5,29.45,2.55,144.7
10341,2022-08-03,17,70,5,35.53,6.15,171.5
10342,2022-07-19,6,18,1,40.16,7.98,32.18
10343,2024-11-08,4,21,1,6.97,0.87,6.1
10344,2024-09-09,19,4,4,45.62,2.27,180.21
10345,2024-02-27,12,22,4,33.49,1.32,132.64
10346,2023-05-28,16,24,3,46.96,5.45,135.43
10347,2022-06-26,19,99,4,27.38,0.05,109.47
10348,2022-08-29,20,52,2,27.47,1.32,53.62
10349,2023-12-12,18,77,4,34.42,3.76,133.92
10350,2022-05-31,18,81,4,32.97,5.03,126.85
10351,2023-02-25,13,31,5,28.76,1.1,142.7
10352,2024-06-22,1,60,5,8.24,0.62,40.58
10353,2024-05-18,13,28,2,49.38,0.32,98.44
10354,2023-02-22,15,63,3,20.15,0.3,60.15
10355,2023-07-14,11,45,3,24.28,0.53,72.31
10356,2023-07-28,13,87,1,9.08,1.01,8.07
10357,2023-09-12,5,90,3,25.24,0.79,74.93
10358,2023-04-28,5,44,5,11.45,0.38,56.87
10359,2023-11-17,16,43,4,33.23,5.51,127.41
10360,2023-10-05,18,15,2,13.72,1.94,25.5
10361,2022-03-26,18,38,2,6.34,0.25,12.43
10362,2024-04-23,16,4,5,45.62,8.83,219.27
10363,2023-11-27,6,77,3,34.42,2.12,101.14
10364,2024-02-16,14,13,3,6.61,0.5,19.33
10365,2024-10-03,8,100,3,25.19,4.59,70.98
10366,2022-11-13,2,84,3,45.57,0.2,136.51
10367,2023-11-20,12,98,4,10.82,1.73,41.55
10368,2023-12-15,12,97,1,12.08,0.45,11.63
10369,2023-01-14,16,40,3,10.11,1.92,28.41
10370,2024-03-23,2,33,5,15.15,2.4,73.35
10371,2023-08-26,1,78,3,6.94,0.96,19.86
10372,2023-03-03,10,67,4,33.78,4.81,130.31
10373,2024-11-25,1,57,2,39.74,1.03,78.45
10374,2023-12-01,12,84,3,45.57,0.81,135.9
10375,2023-02-27,6,28,4,49.38,9.27,188.25
10376,2022-09-23,4,40,4,10.11,0.32,40.12
10377,2022-09-22,8,64,1,16.52,2.69,13.83
10378,2022-12-12,13,79,5,34.86,5.38,168.92
10379,2022-07-24,12,65,2,45.47,5.26,85.68
10380,2024-12-02,7,94,5,17.23,2.7,83.45
10381,2023-03-23,6,7,3,11.62,0.02,34.84
10382,2024-02-29,16,95,5,24.14,4.43,116.27
10383,2024-11-11,10,90,1,25.24,3.69,21.55
10384,2023-02-25,14,14,5,14.09,2.59,67.86
10385,2023-11-25,5,50,2,13.06,1.73,24.39
10386,2024-08-02,2,25,1,18.58,1.88,16.7
10387,2024-03-06,4,66,4,23.76,0.87,94.17
10388,2023-12-30,15,44,5,11.45,1.93,55.32
10389,2024-05-11,3,96,4,20.44,3.52,78.24
10390,2022-12-13,19,30,2,10.63,1.97,19.29
10391,2023-06-05,4,38,1,6.34,0.79,5.55
10392,2024-06-03,8,49,2,16.75,3.28,30.22
10393,2023-11-21,20,66,1,23.76,1.67,22.09
10394,2022-11-12,9,74,1,43.36,3.18,40.18
10395,2024-11-27,10,16,5,28.18,1.29,139.61
10396,2024-03-02,14,91,1,18.04,0.16,17.88
10397,2023-10-25,10,18,3,40.16,1.95,118.53
10398,2022-08-21,8,79,1,34.86,5.24,29.62
10399,2024-11-12,16,42,2,40.99,7.87,74.11
10400,2024-08-02,5,61,1,39.42,4.56,34.86
10401,2023-12-25,1,6,3,34.57,2.74,100.97
10402,2022-08-22,13,58,1,20.63,3.08,17.55
10403,2022-12-23,12,99,4,27.38,2.95,106.57
10404,2022-05-26,10,20,5,9.69,1.3,47.15
10405,2022-06-26,8,46,4,30.48,2.82,119.1
10406,2023-06-18,8,62,5,25.71,4.06,124.49
10407,2023-05-09,15,95,2,24.14,3.73,44.55
10408,2024-02-10,15,50,4,13.06,2.46,49.78
10409,2022-11-14,14,13,5,6.61,0.16,32.89
10410,2023-05-13,7,73,3,30.23,4.48,86.21
10411,2022-01-24,11,65,1,45.47,6.68,38.79
10412,2024-01-05,17,6,5,34.57,2.47,170.38
10413,2022-08-14,9,71,4,16.02,0.77,63.31
10414,2024-09-05,19,59,3,41.33,4.86,119.13
10415,2023-10-16,7,16,1,28.18,4.99,23.19
10416,2024-06-18,14,76,5,25.58,3.35,124.55
10417,2023-07-14,9,52,4,27.47,4.29,105.59
10418,2022-12-23,1,24,4,46.96,3.71,184.13
10419,2022-11-04,1,58,5,20.63,2.07,101.08
10420,2023-01-07,14,49,2,16.75,1.63,31.87
10421,2022-04-18,7,54,5,15.05,1.22,74.03
10422,2024-09-24,14,66,2,23.76,2.21,45.31
10423,2024-06-08,11,39,5,32.78,0.25,163.65
10424,2022-09-26,11,90,3,25.24,4.6,71.12
10425,2024-07-16,16,64,1,16.52,2.46,14.06
10426,2023-05-14,15,5,3,18.65,2.71,53.24
10427,2024-09-26,13,23,3,25.88,4.24,73.4
10428,2024-01-18,4,47,5,48.84,7.1,237.1
10429,2024-11-09,6,35,3,16.15,3.13,45.32
10430,2024-12-04,12,4,1,45.62,6.85,38.77
10431,2023-03-26,1,17,4,45.83,7.91,175.41
10432,2022-07-25,10,22,3,33.49,2.28,98.19
10433,2022-11-21,10,43,3,33.23,0.85,98.84
10434,2022-05-21,2,56,5,21.49,3.7,103.75
10435,2022-01-25,17,35,3,16.15,2.99,45.46
10436,2024-08-25,10,24,1,46.96,1.98,44.98
10437,2024-01-03,14,34,5,10.95,0.03,54.72
10438,2023-05-16,2,52,1,27.47,1.94,25.53
10439,2022-02-12,4,28,1,49.38,2.04,47.34
10440,2024-07-17,18,78,1,6.94,0.55,6.39
10441,2024-05-14,5,39,3,32.78,1.06,97.28
10442,2022-11-21,11,30,2,10.63,0.46,20.8
10443,2024-04-12,17,17,3,45.83,0.17,137.32
10444,2024-03-09,17,84,5,45.57,2.86,224.99
10445,2024-08-05,6,82,1,30.89,4.65,26.24
10446,2023-10-01,13,11,4,10.43,0.16,41.56
10447,2024-02-23,10,41,2,15.61,1.0,30.22
10448,2024-08-07,14,100,1,25.19,3.59,21.6
10449,2024-09-13,6,42,5,40.99,1.7,203.25
10450,2022-02-26,11,15,3,13.72,0.95,40.21
10451,2024-09-14,12,57,5,39.74,4.09,194.61
10452,2022-12-18,12,58,3,20.63,0.35,61.54
10453,2023-07-28,16,70,5,35.53,2.52,175.13
10454,2022-01-12,14,18,3,40.16,4.44,116.04
10455,2022-11-05,3,97,2,12.08,2.41,21.75
10456,2023-02-09,13,52,3,27.47,1.83,80.58
10457,2022-07-02,4,83,5,31.31,3.97,152.58
10458,2024-05-03,11,12,4,11.01,0.24,43.8
10459,2023-10-18,6,15,4,13.72,2.64,52.24
10460,2024-12-24,13,64,1,16.52,1.75,14.77
10461,2024-11-27,4,30,3,10.63,0.97,30.92
10462,2023-07-24,16,88,5,49.12,6.69,238.91
10463,2022-03-13,16,39,4,32.78,1.31,129.81
10464,2023-07-29,17,11,5,10.43,0.94,51.21
10465,2023-02-08,8,55,5,37.66,0.16,188.14
10466,2024-06-14,13,23,2,25.88,1.91,49.85
